EIN,NAME,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
20615561,SONS OF CONFEDERATE VETERANS INC,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
20616337,SECURE BENEFIT SERVICES INC,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,1728949,1
20617968,VELLEJO FIRST CORPORATION,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
20626486,VIETNAMESE COMMUNITY FOR MUTUAL SUPPORT OF SEATTLE CITY,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
20632489,SANTO ROSARIO ASSEMBLY NO 2733 FOURTH DEGREE KNIGHTS OF COLUMBUS,T8,Independent,C1000,Preservation,Association,1,0,N,5000,0
20634996,BETA UPSILON CHI OPERATIONAL,T7,Independent,C1000,ProductDev,Trust,1,1M-5M,N,287332,0
20642374,INTERNATIONAL COMPLIANCE PROFESSIONAL ASSOCIATION CORP,T6,Independent,C1000,ProductDev,Trust,1,1M-5M,N,1790960,1
20642399,CALIFORNIA TEACHERS ASSOCIATION,T5,CompanySponsored,C3000,ProductDev,Association,1,1-9999,N,23799,0
20645322,OKLAHOMA LIFE SKILLS ASSOCIATION,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,201655,1
20647127,THE OREGON STATE FEDERATION OF GARDEN CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
20648013,SHARING THE HARVEST,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
20649134,ASIAN PACIFIC AMERICAN INTERNAL REVENUE EMPLOYEES,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
20651055,AMERICAN CANCER SOCIETY INC,T3,CompanySponsored,C1800,Preservation,Association,1,5M-10M,N,27285052,1
20659877,THE OREGON STATE FEDERATION OF GARDEN CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
20661045,CHINESE AMERICAN REAL ESTATE PROFESSIONALS ASSOCIATION,T5,Independent,C2000,ProductDev,Trust,1,10000-24999,N,7139,1
20662585,WOODLAND PUBLIC CHARITY,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,74643,1
20676551,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
20676871,PACIFIC STAGES,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
20677354,SUTTON SENIOR ANNEX INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,640921,0
20677361,SULLIVAN SENIOR HOUSING INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,2705244,0
20681855,OUT & EQUAL,T3,Independent,C1200,Preservation,Trust,1,5M-10M,N,2770474,1
20685246,PROFESSIONAL LOADMASTER ASSOCIATION,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
20689230,THE DWELLING PLACE PHASE I INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
20692279,SOCIETY TO INCREASE MOBILITY INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
20693187,ALEXANDRIA AFFORDABLE HOUSING CORPORATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
20695289,CLIPPED WINGS UNITED AIRLINES STEWARDESS ALUMNAE INC,T3,CompanySponsored,C1000,Preservation,Co-operative,1,0,N,5000,0
20702802,FLORIDA GOVERNMENT FINANCE OFFICERS ASSOCIATION INC,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
20702806,FLORIDA GOVERNMENT FINANCE OFFICERS ASSOCIATION INC,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
20702812,FLORIDA GOVERNMENT FINANCE OFFICERS ASSOCIATION INC,T6,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
20702823,FLORIDA GOVERNMENT FINANCE OFFICERS ASSOCIATION INC,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
20702826,FLORIDA GOVERNMENT FINANCE OFFICERS ASSOCIATION INC,T6,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
20702829,FLORIDA GOVERNMENT FINANCE OFFICERS ASSOCIATION INC,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
20702832,FLORIDA GOVERNMENT FINANCE OFFICERS ASSOCIATION INC,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
20702834,FLORIDA GOVERNMENT FINANCE OFFICERS ASSOCIATION INC,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
20704284,FERRET AWARENESS CLUB OF TRICITIES,T3,Independent,C4000,Preservation,Trust,1,0,N,5000,0
20704963,JOURNEY DAYBOOK INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
20706620,CHRISTIAN DANCE STUDIOS INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,61686,0
20706812,UCB USA INC,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1064584,1
20709651,CITIZENS FOR PROGRESS INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
20711397,ANTELOPE VALLEY GIRLS SOFTBALL ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,25736,1
20711886,HOLIDAY RAMBLER RECREATIONAL VEHICLE CLUB INC,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
20714551,HEALTH AND LIFE ORGANIZATION INC,T3,Independent,C1000,Heathcare,Trust,1,10M-50M,N,17512616,1
20718342,AREA TALLAHASSEE AQUATIC CLUB BOOSTERS INC,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,39064,1
20720405,CITIZENS POLICE ACADEMY ALUMNI ASSOCIATION OF NORTHGLENN INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
20727388,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
20727601,LA LECHE LEAGUE INTERNATIONAL INC,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
20727742,WASHINGTON CAMBODIAN BUDDHIST SOCIETY,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
20728999,OCOTILLO LITERARY ENDEAVORS INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
20729856,TAU OMICRON ZETA CHAPTER OF ZETA PHI BETA SORORITY INC,T7,Independent,C1000,ProductDev,Association,1,0,N,5000,0
20732814,POTEAU MAIN STREET MATTERS INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,67654,0
20734927,DEPT OF GEORGIA LADIES AUXILIARY TO THE VFW OF THE UNITED STATES,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
20736142,VETERANS FOR PEACE INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
20737091,NATIONAL FEDERATION OF MUSIC CLUBS,T3,CompanySponsored,C2000,Preservation,Association,1,25000-99999,N,139694,0
20739003,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
20743045,MARINE CORPS LEAGUE,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
20743377,INTERNATIONAL WOMEN PRAYER CONFERENCE,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
20747858,BENITA INTERNATIONAL CHILDRENS ORGANIZATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
20747930,NORTH EDGEFIELD ORGANIZED NEIGHBORS CDC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
20749635,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
20750280,FRIENDS OF UNION COUNTY LIBRARIES,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
20753003,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
20755902,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
20756178,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
20756380,CLASSICAL CHRISTIAN CONSULTANTS COMPANY INC,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
20759742,CHASTITY STEMMONS MINISTRIES,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
20764559,FOUNDATION FOR DEMOCRATIC AND GOVERNMENTAL STUDIES,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
20766588,COLLEGE AND UNIVERSITY PROFESSIONAL ASSOCIATION FOR HUMAN SERVICES,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
20769898,DEPARTMENT OF NEW MEXICO VETERANS OF FOREIGN WARS OF THE US AUXILIAR,T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
20769900,DEPARTMENT OF NEW MEXICO VETERANS OF FOREIGN WARS OF THE US AUXILIAR,T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
20770260,DEPARTMENT OF NEW MEXICO VETERANS OF FOREIGN WARS OF THE US AUXILIAR,T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
20770855,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
20772423,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
20773076,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
20775662,INSIGHT BROADCASTING CORPORATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
20777129,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
20777900,REAL SAFETY NETWORK OF LONG CHAPEL,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
20778129,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
20778229,LIFELONG LEARNING AND COMMUNITY SERVICE CENTER PROV MIS BAP CH INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
20779034,DAZHONGHUA FAMILY TREE DEVELOPMENT ASSOCIATION,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
20779049,BLUE STAR MOTHERS OF AMERICA INC,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
20779095,DOMINION MANDATE MINISTRIES INC,T3,Independent,C7000,Preservation,Trust,1,100000-499999,N,212362,1
20780063,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
20780572,THE FOOD PANTRY,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,87981,0
20781707,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
20781988,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
20785420,MEMPHIS ARTS COLLECTIVE PARTNERSHIP,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,16027,1
20785630,GATEWAY TO PEACE MUSEUM INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
20785701,IRON WARRIORS MOTORCYCLE CLUB CENTRAL LOUISIANA CHAPTER,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
20787196,UPPER VALLEY HISTORICAL SOCIETY,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
20787550,ONE VOICE,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1066994,1
20798497,TENNESSEE LICENSED PROFESSIONAL COUNSELORS ASSOCIATION,T6,Independent,C2000,ProductDev,Trust,1,25000-99999,N,107484,1
20799690,SOCIAL ALTERNATIVE LEARNING TECHNIQUES INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
20800484,RISE TOGETHER MINISTRIES,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,9860,1
20803250,TEXAS ASSOCIATION OF PHILIPPINE PHYSICIANS INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
20805839,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
20807054,MINISTRY OF RECONCILING PEACE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
20808347,LOCAL 3094 OF UNITED BROTHERHOOD OF CARPENTERS & JOINERS OF AMERICA,T5,Independent,C3000,ProductDev,Association,1,0,N,5000,0
20809069,ASSOCIATION OF EXPERIMENTAL ROCKETRY OF THE PACIFIC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
20809597,ORANGE COUNTY CORNERSTONE OUTREACH,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,20380,1
20810124,ROTARY INTERNATIONAL,T4,CompanySponsored,C3000,Preservation,Trust,1,0,N,5000,0
20810979,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
20811039,DALLAS AREA WRITERS GROUP,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
20811632,IN THE HOUSE,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
26167634,CONSOLATA HEALTHCARE FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,293732,0
26179070,SARDIS CHURCH CEMETERY PERPETUAL CARE TR FUND,T13,Independent,C1000,Preservation,Co-operative,1,0,N,5000,1
30377757,UNIVERSAL DOOR MEDITATION CENTER,T3,Independent,C1700,Preservation,Trust,1,25000-99999,N,2471994,1
30379811,SONS OF CONFEDERATE VETERANS INC,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
30387385,COVENANT CHRISTIAN INC,T3,Independent,C2700,Preservation,Trust,1,1M-5M,N,2793433,0
30397378,ORANGE COUNTY TRAFFIC OFFICERS ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30399333,SILICON VALLEY CHORUS,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
30400216,KING DAVIDFOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,324268,1
30411647,CHURCH TEAM MINISTRIES INTERNATIONAL USA INC,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
30414879,INDEPENDENT ELECTRICAL CONTRACTORS INC,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,343650,1
30420895,AIR FORCE ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
30422075,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
30426021,CALIFORNIA ARTS ASSOCIATION,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
30435498,TYLER LIONS YOUTH SPORTS,T3,Independent,C1200,Preservation,Association,1,0,N,5000,1
30446564,NATIONAL ASSOCIATION OF TEACHERS OF SINGING INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
30448478,WILDLIFE REFUGE & SANCTUARY SILVER WOLF,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,497726,1
30466294,INTERNATIONAL LEAGUE FOR MUSLIM WOMEN INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
30467340,HOPE FOR HEALING ORG,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
30476245,W O M B S MINISTRIES INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
30478794,UNIVERSITY OF FLORIDA ALUMNI ASSOCIATION INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30484384,UNITED BRITISH SPORTS CAR CLUB,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
30489440,DISABLED AMERICAN VETERANS AUXILIARY INC,T4,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
30491948,PARENT ACTION COALITION FOR EDUCATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30492613,HABITAT FOR HUMANITY INTERNATIONAL INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
30493957,AMILCAR MARTINS EQUESTRIAN CENTER INC,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,28993,1
30494378,MID MISSOURI LAW ENFORCEMENT FIREFIGHTERS & EMS FUND,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,118358,1
30498821,DIGITAL WORKFORCE ACADEMY INC,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,2257305,1
30506710,SEATTLE-EAST TIMOR RELIEF ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30521366,CALIFORNIA GARDEN CLUBS INC,T3,CompanySponsored,C1200,CommunityServ,Trust,1,0,N,5000,0
30521416,BIAGINI BASEBALL FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30521670,TUSKEGEE AIRMEN INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
30526797,MILLER JUNIOR HIGH PARENT-TEACHER ORGANIZATION,T3,Independent,C2000,Preservation,Association,1,0,N,5000,1
30528765,KIRKWOOD SCHOOL DISTRICT PARENT TEACHER ORGANIZATIONAL COUNCIL,T3,CompanySponsored,C2000,ProductDev,Trust,1,25000-99999,N,64723,0
30531290,BANGLADESH AMERICAN SOCIETY OF GREATER HOUSTON,T3,Independent,C1200,Preservation,Trust,1,10000-24999,N,403069,1
30533724,STUDENTS TAKING RESPONSIBILITY IN DEVELOPING EXCELLENCE INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
30537370,ACADEMIC AND COMMUNITY EXCELLENCE INCORPORATED,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30538679,FRIENDS OF READY COMMUNITY EMERGENCY RESPONSE TEAMS,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
30539566,CC MASON ELEMENTARY PARENT TEACHER ORGANIZATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
30540984,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
30545193,NORTH GEORGIA HEAT BASKETBALL,T3,Independent,C1000,Preservation,Association,1,25000-99999,N,5000,0
30545375,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
30550171,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
30562825,METHODIST EVANGELICAL COVENANT CONNECTION,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
30563369,NEWSOME COMMUNITY FARMS INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30564229,NATION OF ISLAM PRISON REFORM MINISTRY OF OKLAHOMA INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30565422,GATEWAY TO THE BEAUTIFUL BLUE RIDGE MOUNTAINS BLUE RIDGE GEORGIA,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
30566721,CISD EDUCATIONAL SUPPORT GROUPS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,8120,0
30566869,COLLEGE OPTIONS FOUNDATION INC,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,329188,1
30567420,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30568170,BIG BEND DISASTER ANIMAL RESPONSE TEAM INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30568837,LEMON BAY BASEBALL BOOSTERS INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30569572,MY BROTHERS & SISTERS RESTORATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30570681,KIDS ENJOY EXERCISE NOW,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,5000,1
30572656,CISD EDUCATIONAL SUPPORT GROUPS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30573154,SAN DIEGO CHAPTER OF AMERICAN PAYROLL ASSOCIATION,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
30573171,UNITED OSTOMY ASSOCIATIONS OF AMERICA INC,T3,CompanySponsored,C1200,CommunityServ,Association,1,0,N,5000,1
30575511,AMERICAN YOUTH FOOTBALL INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
30576756,INLAND NORTHWEST MEDICAL GROUP MANAGEMENT ASSOCIATION,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
30577794,UPENDO LEARNING CENTER,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30580658,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30581067,SOCIETY FOR INDIA TRIBALS IN MINISTRY INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,6960,1
30581281,LUTHERAN LEGACY INCORPORATED,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
30581801,HEALING THE FAMILY INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,180240,1
30582437,WEDGEWOOD HEALING CENTER,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
30583469,ALABAMA FEDERATION OF WOMENS CLUBS,T4,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
30585271,ARAGON DONS HIGH SCHOOL FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
30586918,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30588235,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30589074,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30590199,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
30590575,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30591943,INTERNATIONAL CHINESE SOCIETY FOR PHYSICAL ACTIVITIES AND HEALTH,T3,Independent,C1200,Preservation,Association,1,0,N,5000,1
30592846,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,1-9999,N,47901,0
30593250,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30593497,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
30595081,KELRIK PRODUCTIONS INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,23322,1
30595699,THE CHEERLEADERS FOR CHRIST ASSOCIATION INCORPORATED,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30600651,HIRAM ROSENWALD SCHOOL PRESERVATION COMMITTEE INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30600827,PTA UTAH CONGRESS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
30602301,INDIAN INSTITUTE OF SCIENCE ALUMI ASSOCIATION OF NORTH AMERICA,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
30603791,CANINE HEALTH EDUCATION & WELFARE,T3,Independent,C4000,Preservation,Trust,1,100000-499999,N,102050,1
30605403,NORTH TEXAS SCOTTIE RESCUE INC,T3,Independent,C4100,Preservation,Trust,1,0,N,5000,1
30606006,FIRE ESCAPE MINISTRIES INC,T3,Independent,C7200,Preservation,Trust,1,0,N,5000,1
30608993,HAITIAN AMERICAN ART NETWORK,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
30609591,CHANGING UNFULFILLED POTENTIAL,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30610620,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
30612337,CALIFORNIA BASS FEDERATION NATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
30613105,FRESH FIRE INTERNATIONAL MINISTRIES INC,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
36074696,FENTON COMMUNITY CHARITABLE ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,25846,1
36100362,MIAMI ASSOCIATION OF FIRE FIGHTERS HEALTH BENEFIT TR,T9,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,10935786,1
41422332,ASSOCIATION OF TRADITIONAL HOOKING ARTISTS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
42617261,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42618501,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42628395,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42657091,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42661018,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42680586,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42693710,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42701586,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42731772,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42734014,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42799974,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
42867821,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
43132378,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
